,project,property_type,price,area,n_bedrooms,n_bathrooms,balcony_direction,legal,posted_date,post_title,post_description,post_id,Cl Gia,area_cl
31,Times City,Apartment,3800.0,109.0,2,unknown,unknown,unknown,2020-11-05 00:00:00 UTC,None,"+ Cần bán căn hộ cao cấp tòa T3 Times City, DT 109 m2, 2 phòng ngủ, đầy đủ đồ nội thất chất lượng cao đảm bảo mang quần áo tới ở được ngay, căn hộ đẹp nhất và duy nhất cả tầng có 2 ban công to rộng view thẳng ra quảng trường nhạc nước lung linh mỗi 19g00 tối, giá chỉ 3 tỷ 8.+ Gia chủ chịu chơi thuê Kiến trúc sư chuyên nhà Tây, thay đổi kết cấu tiện ích hợp lý hơn so với thiết kế ban đầu, từ cửa ra vào, phòng bếp, phòng ngủ, nhà vệ sinh, trần tường, nhà kho và tủ tường thông minh cùng với đầy đủ TV tủ lạnh máy giặt vi song cao cấp, đảm bảo bạn chỉ cần xách quần áo đến ở. Tổng chi phí bổ xung thêm mất hơn 400 triệu.+ Khu Times City hiện được đánh giá là khu đẳng cấp nhất Hà Nội về tất cả các mặt Vui chơi, Giải trí, Chăm sóc sức khỏe, Dịch vụ điện nước chất lượng cao, An ninh An toàn số 1, Hồ nước lớn, Sân tập thể thao, Sân chơi trẻ em, Bể bơi 4 mùa trong nhà và ngoài trời cực lớn.+ Sau khi đường vành đai 2 Cầu Vĩnh Tuy Minh Khai Trường Chinh hoàn thành thì từ đây kết nối với các tổ hợp khác của Vinhomes như Ocean Park Royal City chỉ trong vài nốt nhạc, quả thực là siêu tiện ích với giá cả rất phải chăng.+ Sổ đỏ sẵn sang, giao dịch chỉ trong tích tắc, chìa khóa trao tay, ở ngay nhà xịn.+ Giá chào 3 tỷ 8 (tặng lại 100% đồ đạc còn tốt, bao phí sang tên và ra lộc cho khách).+ LH Chính chủ 0838826123 để tìm hiểu thêm về ngôi nhà.",27671803,3-4.5,100-150
32,Times City,Apartment,3600.0,109.0,unknown,unknown,unknown,unknown,2020-12-12 00:00:00 UTC,None,"BĐS Nhà Mới - Đơn vị chuyển nhượng và cho thuê số 1 tại Times City Park hill.Với đội ngũ chuyên viên tư vấn chuyên sâu và am hiểu pháp lý, với kinh nghiệm làm chuyển nhượng và cho thuê tại Times City 6 năm nên chúng tôi nhận được sự tin tưởng tuyệt đối từ phía cư dân nơi đây. Khi giao dịch căn hộ, chúng tôi có một phòng pháp lý chuyên hỗ trợ khách hàng và chủ nhà tất cả các hồ sơ giấy tờ, thủ tục pháp lý liên quan đến thủ tục mua bán và chuyển nhượng căn hộ.Quý khách hãy liên hệ để được tư vấn và chọn căn hợp lý: 0903.450.893.Danh sách các căn hộ chủ nhà gửi bán tại Times City, Park Hill, Park Hill Premium:* Bên khu Times:Căn 53m2 tòa T8, T9, T11 giá 1.9 - 2.1 tỷ bao phí.Căn 75m2 tòa T1, 4, 5, 6, 7, giá 2.7 2.85 tỷ bao phí.Căn 87m2 căn hoa hậu tòa T5, 6, 7, giá 3.1 - 3.4 tỷ bao phí.Căn 90m2, tầng trung, tòa T4, 5, 6, 7, giá 2.85 - 3.2 tỷ bao phí.Căn 94.3m2 2PN sáng tòa T2, T03 giá: 3.4- 3.5 tỷ bao phí.Căn 95m2 tòa T2, T3 giá 3 - 3.2 tỷ bao phí.Căn 95m2 sửa thành 3 ngủ, giá 3.2- 3.4 tỷ bao phí.Căn 109m2, tầng đẹp, tòa T2, T3 giá 3,45 tỷ bao phí, nhà mới nguyên.Căn 108m2 tòa T6 tầng trung giá: 3.6 tỷ không đồ bao phí.Căn góc 97,5m2, view nhạc nước, giá chỉ 3.5 tỷ bao phí.Căn góc 3 phòng ngủ, 110m2, giá 4.3 - 4.5 tỷ bao phí.Căn 118m2, tòa T2, 3, giá 3.9 4.1 tỷ bao phí.Căn 83m2, tầng trung, ban công Nam, tòa T11, giá 3,150 tỷ bao phí.Căn 83m2 tòa T8, 9, giá 2.85 - 3.1 tỷ bao phí.Căn góc 3PN T8, T9 giá 3.950 tỷ bao phí.Căn góc 115.6m2 3PN T10 ban công Đông Bắc, giá 5.4 tỷ bao phí. Full đồ đẹp.* Bên khu Park Hill:Căn 82m tòa Park 1 giá: 3.4 tỷ bao phí.Căn góc 115m tòa Park 2 - ban công Đông Nam, giá 5.3 tỷ. Bao phí.Căn góc 132m 4PN Full đồ, giá 6.5 tỷ bao phí.Căn 79m tòa Park 2, giá 3.3 tỷ bao phí.Căn 70m tòa Park 3, giá 2.770 tỷ bao phí.Căn 73 tòa P5 - hướng Đông Bắc view sông Hồng tuyệt đẹp, giá 3.3 tỷ bao phí.Căn 53m2tòa P3 giá: 2.260 - 2.5 tỷ bao phí.Căn 95m T18 - 3 ngủ, view quảng trường giá: 3.1 tỷ bao phí.Căn góc 3 ngủ - 108m tòa P5, giá: 4.4 tỷ bao phí, nhà mới.Căn 118m, 3PN giá 4.9 tỷ Full đồ.Căn 2 ngủ - 79m tòa P6 giá 3.4 tỷ bao phí.Căn 113m2 - 118m, tòa Park 7, 8 - giá 5 - 5.2tỷ bao phí.* Bên Premium:Căn 74m2, giá 3 - 3.1 tỷ bao phí.Căn 79m2, tòa P11, giá 3.450 tỷ bao phí. Có phí 5 năm dịch vụ, suất để ô tô.Căn 76m Park 09 tầng trung, view nhạc nước, có suất ô tô giá 3.5 tỷ bao phí.Căn 3 phòng ngủ, 118m2, full đồ đẹp, tòa P12, giá 4.8 tỷ bao phí.Căn 2 ngủ, 74m, full đồ đẹp, tầng trung, giá 3.470 tỷ bao phí.Căn góc 100m - 3pn thuộc P9, tầng trung giá 4.7 tỷ bao phí.Căn góc 155m view nhạc nước, có phí dv, đủ đồ giá 8.7 tỷ bao phí.Căn góc 178m - 5PN view quảng trường đẹp giá 10.5 tỷ bao phí.Tất cả mọi giao dịch quý khách hàng đều làm việc trực tiếp với chủ nhà, chúng tôi sẽ hỗ trợ mọi thủ tục pháp lý liên quan đến quá trình mua bán, chuyển nhượng căn hộ từ khi hai bên ký hợp đồng đặt cọc, ký hợp đồng công chứng đến lúc ra sổ đỏ đứng tên khách hàng.",28147186,3-4.5,100-150
33,Times City,Apartment,3500.0,109.0,2,unknown,unknown,có sổ đỏ/sổ hồng,2020-12-14 00:00:00 UTC,None,"Gia đình chuyển sang riverside cần bán nhanh căn hộ tại Times City, 458 Minh Khai, HBT, HN.- Thiết kế vuông vắn với 2PN, 1 bếp, 1PK và 2WC, view thoáng mát.- Nội thất nguyên bản: Tủ âm tường, sàn gỗ, trần thạch cao, bếp hồng ngoại. Tủ bếp, điều hòa, thiết bị vệ sinh cao cấp.- Giá siêu rẻ: 3.5 tỷ bao phí sang tên sổ đỏ.- Liên hệ xem căn hộ: 0962.984.823.",28169852,3-4.5,100-150
34,Times City,Apartment,8500.0,190.0,>=4,unknown,unknown,unknown,2020-12-13 00:00:00 UTC,None,"Tôi có nhu cầu bán chung cư 190m2 Times City Vincom 458 Minh Khai.Tôi đập thông 2 căn hộ cạnh nhau sửa thành 4PN phòng khách rất rộng rãi, tất cả các phòng đều có ban công và cửa sổ thoáng.Giá bán: 8,5 tỷ.Bạn nào quan tâm thực sự liên hệ trực tiếp: 0913 84 2237.",18888774,7.5-10,150-250
35,Times City,Apartment,2850.0,83.0,unknown,unknown,Nam,unknown,2020-12-12 00:00:00 UTC,None,"Hiện nay do gia đình không có nhu cầu sử dụng căn hộ cao cấp tại Times City nên có nhu cầu bán chuyển nhượng lại căn hộ.Diện tích: 83m2, sổ đỏ chính chủ và không vay ngân hàng.Ban công hướng Nam, còn 8 năm phí dịch vụ.Nội thất: Nguyên bản CĐT.Giá: 2,85 tỷ bao phí sang tên đổi chủ, phí dịch vụ.Liên hệ: 0913 84 2237.",16642988,2-3,80-100
36,Times City,Apartment,2950.0,90.0,2,unknown,unknown,có sổ đỏ/sổ hồng,2020-12-12 00:00:00 UTC,None,"Cần bán nhanh căn hộ 90m2 - 2 phòng ngủ, Times City giá 2.95 tỷ bao phí.Diện tích: 90m2.Thiết kế: 2 phòng ngủ vuông vắn, Phòng khách rộng rãi, view hướng Đông, nhìn cầu Vĩnh Tuy, Sông Hồng.Nội thất cơ bản: Hệ thống chiếu sáng, đèn chùm sang trọng, sàn gỗ, trần thạch cao, điều hòa riêng từng phòng cho phòng ngủ và phòng khách. Phòng bếp có đầy đủ hệ thống tủ bếp, bếp từ hồng ngoại, chậu rửa inox.Giá bán: 2.95 tỷ (chủ nhà chịu toàn bộ phí sang tên) tặng lại toàn bộ nội thất như trong ảnh.Pháp lý: Căn hộ đã có sổ đỏ.Liên hệ xem nhà: 0972429193 (Zalo, Viber).",28150788,2-3,80-100
37,Times City,Apartment,3250.0,95.0,2,unknown,unknown,unknown,2020-12-12 00:00:00 UTC,None,"Nhà siêu đẹp, bán giá siêu rẻ, chỉ 3.250 tỷ với căn hộ 95m2, Times City.Chính chủ cần chuyển sang căn hộ 3 phòng ngủ nên bán căn hộ 95m2 Times City - 458 Minh Khai, Hai Bà Trưng, Hà Nội. Dưới chân toà có trường mầm non Vinschool, có hiệu thuốc, có salon tóc, bên cạnh có siêu thị Vinmart + . Hơn nữa ngay dưới chân tòa là hầm gửi xe, đây là những yếu tố cần thiết cho sinh hoạt của gia đình nên đây là toà sở hữu rất nhiều tiện ích.- Căn hộ được thiết kế 2 phòng ngủ, 2WC, bếp và phòng khách.- Nội thất bán nguyên bản chủ đầu tư: Sàn gỗ, trần thạch cao, điều hòa, tủ âm tường, tủ bếp, thiết bị vệ sinh cao cấp...- Giá bán: 3.250 tỷ.Liên hệ xem nhà: 0972429193 (zalo, viber).",28150734,3-4.5,80-100
38,Times City,Apartment,2900.0,83.0,2,unknown,unknown,unknown,2020-12-12 00:00:00 UTC,None,"- Thiết kế 2 PN sáng, 1 PK, 2 WC, 1 bếp riêng biệt. Ban công Nam mát, view sân chơi trẻ em đẹp.- Nội thất xịn của CĐT: Hệ thống chiếu sáng, sàn gỗ, bếp hồng ngoại, hút mùi, tủ âm tường, điều hòa, thiết bị VS. Khách mua chỉ cần sắm đồ điện tử về ở.- Căn hộ được tích hợp 10 năm dịch vụ.- Giá bán: 2.9 tỷ bao phí.- Liên hệ để được tư vấn và xem căn hộ: Khánh Vân 0903450893 (imessage, zalo, viber).",28150718,2-3,80-100
39,Times City,Apartment,2950.0,90.0,2,unknown,unknown,unknown,2020-12-12 00:00:00 UTC,None,"- Không thể rẻ hơn! Chủ nhà cần tiền bán gấp căn 2PN diện tích 90m2 Tòa T5 Time City nhà đẹp nhà giá siêu rẻ 2,95 tỷ bao phí.- Gia đình cần tiền gấp nên muốn bán nhanh căn hộ cao cấp gồm có: 2PN rộng đẹp 2 WC, 1 phòng khách vuông vắn, 1 bếp riêng không lo nấu nướng bị mùi 1 ban công.- Wiew vô cùng thoáng mát.- Nội thất đầy đủ: Có sàn gỗ trần thạch cao, tủ bếp, tủ âm tường, điều hòa thiết bị vệ sinh, máy hút mùi.- Căn hộ đã có sổ đỏ, có phí dịch vụ.- Giá bán 2,95 tỷ gia đình chịu phí sang tên.- Liên hệ xem nhà: 0962.984.823.",28150696,2-3,80-100
40,Times City,Apartment,1900.0,,1,unknown,unknown,unknown,2020-12-12 00:00:00 UTC,None,"Gia đình cần chuyển nhượng nhanh căn hộ 1PN không đồ, nhà mới, tầng cao, view thoáng.Căn hộ vẫn được miễn phí phí dịch vụ 3 năm.Giá bán: 1,9 tỷ.Liên hệ xem nhà: 0984.630.045.",28149688,1-2,unknown
41,Times City,Apartment,6300.0,160.0,>=4,unknown,unknown,unknown,2020-12-12 00:00:00 UTC,None,"Cần bán lại căn hộ 160m2 tòa T11 Times City.Căn góc, 4 phòng ngủ sáng. Diện tích: 160m2.View trọn vẹn nhạc nước Times City.Đây là căn đẹp rộng và đẹp nhất với thiết kế 4 phòng ngủ đầu tiên của Times City.Bán giá 6,3 tỷ bao toàn bộ các loại phí.Do việc gia đình nên bán giá thấp như vậy.Liên hệ: 0979 098 826.",15793835,4.5-7.5,150-250
42,Times City,Apartment,3500.0,108.0,2,unknown,unknown,có sổ đỏ/sổ hồng,2020-12-11 00:00:00 UTC,None,"Do gia đình cần tài chính kinh doanh nên cần bán gấp căn hộ 108m2 tại T02 Times City, 458 Minh Khai, HBT, HN.- Thiết kế với 2PN siêu rộng, 1PK, 1 bếp và 2 lô gia, cửa Đông, view thoáng mát.- Nội thất nguyên bản: Tủ bếp, bếp hông ngoại, tủ âm tường, điều hòa âm trần, hệ thống chuông hình hiện đại, sàn gỗ cao cấp, thiết bị chiếu sáng và thiết bị vệ sinh hiện đại.- Giá bán: 3.5 tỷ bao phí sang tên sổ đỏ.Liên hệ để biết thêm chi tiết: 0962.984.823.",27870418,3-4.5,100-150
43,Times City,Apartment,3450.0,79.0,unknown,unknown,unknown,unknown,2020-12-11 00:00:00 UTC,None,"Chính Chủ Cần Bán Gấp căn 2pn tại park hill-Diện tích :79m2-Giá:3,45 tỷ bao mọi phí-Đồ Cơ bản CĐT-View thoáng-Nhà để không,k sử dụng-LH xem nhà :08.7970.3333",28131289,3-4.5,50-80
44,Times City,Apartment,3000.0,68.0,unknown,unknown,unknown,unknown,2020-12-11 00:00:00 UTC,None,"Cần Bán gấp Căn hộ 2pn Tại Park Premium-Diện Tích :68m2-Giá :3,030 tỷ-Nội Thất để lại toàn bộ-Miễn phí dịch vụ 7 năm- Ban công hướng Đông-Tầng trung-Liên hẹ :08.7970.3333",28131632,3-4.5,50-80
45,Times City,Apartment,3400.0,95.0,3,unknown,unknown,unknown,2020-12-11 00:00:00 UTC,None,"Rẻ chưa từng có căn 3PN Time City Park Hill. DT 95m2 giá cắt lỗ 3,4 tỷ - 0968205369.- Gia đình cần bán gấp căn 3PN Times City. DT 95m2. Giá 3,4 tỷ. Nhà rất mới. Thông tin căn hộ:- Diện tích: 95m2 là căn hộ thiết kế vuông vắn vô cùng hợp lý: 3PN, phòng khách rộng, phòng bếp thoáng, không gian căn hộ vô cùng rộng rãi. Nhà lại được nằm trong tòa trung tâm của Park Hill nên vô cùng thuận tiện. Ban công Nam View thoáng.- Nội thất gồm có: Sàn gỗ, trần thạch cao, thiết bị vệ sinh, tủ bếp, tủ tường, điều hòa 2 chiều, bàn ghế, sofa, giường tủ... Gia đình từ khi mua it ở nên còn rất mới.- Giá bán: 3,4 tỷ gia đình thiện chí bao toàn bộ phí sang tên.- Liên hệ xem nhà: 0968 205 369 - 0348315712(viber, zalo, message).- Email: lientrinh@bdsnhamoi.vn",28133422,3-4.5,80-100
46,Times City,Apartment,3550.0,109.0,2,unknown,unknown,có sổ đỏ/sổ hồng,2020-12-10 00:00:00 UTC,None,"Cần bán nhanh căn hộ 2 phòng ngủ nhà cực rộng, tòa T3 Times City giá 3.55 tỷ bao toàn bộ phí sang tên.- Diện tích: 109m2 có thể sửa thành 3 phòng ngủ.- Thiết kế: 2 phòng ngủ vuông vắn, Phòng khách rộng rãi với 2 ban công hướng Tây Tứ Trạch View Nhạc Nước, 2 vệ sinh và bếp sửa thoáng.- Nội thất cơ bản: Hệ thống chiếu sáng, đèn chùm sang trọng, sàn gỗ, trần thạch cao, điều hòa riêng từng phòng cho phòng ngủ và phòng khách. Phòng bếp có đầy đủ hệ thống tủ bếp, bếp từ hồng ngoại, chậu rửa inox.- Giá bán: 3.55 tỷ (chủ nhà chịu toàn bộ phí sang tên) tặng lại toàn bộ nội thất như trong ảnh.- Pháp lý: Căn hộ đã có sổ đỏ.Liên hệ xem nhà: 0972429193 (Zalo, Viber).",28014084,3-4.5,100-150
47,Times City,Apartment,4300.0,115.0,3,unknown,unknown,có sổ đỏ/sổ hồng,2020-12-09 00:00:00 UTC,None,"Gia đình tôi chuyển sang căn to hơn muốn bán căn DT 115 m2 Times City. Giá 4,3 tỷ bao phí. View cực đẹp.Thông tin căn hộ:- Tổng diện tích: 115 m2;- Thiết kế: Được nằm trong tòa trung tâm của Time City. Căn hộ được thiết kế 3 phòng ngủ rộng, 2WC, ban công Nam vô cùng thoáng mát. Không gian rộng rất thoáng và đẹp.- Nội thất căn hộ: Nguyên bản chủ đầu tư sàn gỗ, trần thạch cao, thiết bị vệ sinh, tủ bếp, tủ tường, điều hòa, gia đình để lại đồ liền tường.- Căn hộ đã có sổ đỏ.- Có phí dịch vụ 10 năm.- Giá bán 4,3 tỷ gia đình bao phí sang tên.- Liên hệ xem nhà: 0972429193 (Zalo, Viber).",28109854,3-4.5,100-150
48,Times City,Apartment,2950.0,90.0,2,unknown,unknown,unknown,2020-12-09 00:00:00 UTC,None,"- Không thể rẻ hơn! Chủ nhà cần tiền bán gấp căn 2PN diện tích 90m2 Tòa T5 Time City nhà đẹp nhà giá siêu rẻ 2,95 tỷ bao phí.- Gia đình cần tiền gấp nên muốn bán nhanh căn hộ cao cấp gồm có: 2PN rộng đẹp 2 WC, 1 phòng khách vuông vắn, 1 bếp riêng không lo nấu nướng bị mùi 1 ban công.- View vô cùng thoáng mát.- Nội thất đầy đủ: Có sàn gỗ trần thạch cao, tủ bếp, tủ âm tường, điều hòa thiết bị vệ sinh, máy hút mùi.- Căn hộ đã có sổ đỏ, có phí dịch vụ.- Giá bán 2,95 tỷ gia đình chịu phí sang tên.- Liên hệ xem nhà: 0968 205 369 hoặc 0348315712(viber, zalo, message).- Email: lientrinh@bdsnhamoi.vn",28106695,2-3,80-100
49,Times City,Apartment,3200.0,87.0,2,unknown,unknown,có sổ đỏ/sổ hồng,2020-12-09 00:00:00 UTC,None,"Gia đình không có nhu cầu sử dụng nhượng lại căn hoa hậu Times City tầng đẹp tòa T07, thiết kế với 2PN thoáng, bếp riêng biệt, phòng khách rộng, 2PN đều tiếp xúc ánh sáng trực tiếp.Nội thất nguyên bản chủ đầu tư. Nhà còn rất mới, gần như chưa sử dụng.Giá bán: 3,2 tỷ. Còn miễn phí dịch vụ 6 năm.Liên hệ trực tiếp: 0913 842 237.",16642961,3-4.5,80-100
50,Times City,Apartment,,118.0,3,unknown,unknown,unknown,2020-12-09 00:00:00 UTC,None,"Gia đình không có nhu cầu sử dụng nên cần bán căn tòa T4 thuộc khu đô thị Times City căn hộ được thiết kế 3PN với tổng DT là 118m2, nội thất chủ đầu tư. Căn hộ đã có phí dịch vụ nay cần bán giá cả có thể thương lượng.Liên hệ xem nhà 24/24: 0947189339.",26594260,thương lượng,100-150
51,Times City,Apartment,4920.0,110.0,3,unknown,unknown,unknown,2020-12-08 00:00:00 UTC,None,"Thông tin căn hộ:- Căn góc 110m2 thiết kế 3PN sáng, 2 ban công. Tất cả các phòng đều vuông vắn, nhà mới sạch đẹp.- View trọn sông Hồng, cầu Vĩnh Tuy đẹp long lanh.- Full nội thất đẹp: Tivi, tủ lạnh, máy giặt, lò vi sóng, bàn ăn, sofa, giường, hệ thống tủ âm.. Khách mua chỉ cần mang vali quần áo về ở.- Căn hộ được tích hợp gói 10 năm dịch vụ.- Gía bán ưu đãi: 4,92 tỷ bao phí.- Liên hệ xem nhà Khánh Vân: 0903 450 893(zalo, viber, imessage).",28096261,4.5-7.5,100-150
52,Times City,Apartment,7500.0,200.0,>=4,unknown,unknown,có sổ đỏ/sổ hồng,2020-12-08 00:00:00 UTC,None,"Cần bán 2 căn liền nhau với diện tích 200m2.- Có thể đập thông hoặc bán lẻ từng căn.- 1 căn với thiết kế 3 PN 110m2.- 1 căn với thiết kế 2 PN 90m2.- Hướng ban công Đông Nam, tầng cao thoáng mát.- Sổ đỏ cầm tay.- Giá 2 căn: 7,5 tỷ bao phí.- Liên hệ xem nhà: 0896655135.",28093947,7.5-10,150-250
53,Times City,Apartment,1970.0,53.0,1,unknown,unknown,unknown,2020-12-08 00:00:00 UTC,None,"- Cần bán gấp căn 1PN 53m2 tại toà T8, ban công Nam Times City giá 1,97 tỷ bao phí.- Cần tài chính gấp gia đình tôi muốn bán lại căn hộ tại Times City. DT 53m2. Giá 1,97 tỷ.- Thông tin căn hộ:- Diện tích 53m2, 1 phòng ngủ sáng, 1 bếp, 1 phòng khách, 1WC. Căn hộ có ban công Nam vô cùng thoáng. Thiết kế thông minh hợp lý.- Nội thất chủ đầu tư: Sàn gỗ, trần thạch cao, thiết bị vệ sinh, tủ bếp, tủ tường, điều hòa âm trần,.- Giá bán căn hộ: 1,97 tỷ (Gia đình bao toàn bộ phí sang tên).Liên hệ xem nhà: 0968 205 369 hoặc 0348315712 (Viber, Zalo, message).- Email: lientrinh@bdsnhamoi.vn",28093716,1-2,50-80
54,Times City,Apartment,5800.0,122.0,3,unknown,unknown,có sổ đỏ/sổ hồng,2020-12-08 00:00:00 UTC,None,"Bán căn góc 3 phòng ngủ, DT 122m2, giá chỉ 5.8 tỷ bao phí tại Vinhomes Times City Premium.Thông tin chi tiết:- Nhà mới, sạch.- Diện tích và thiết kế: 122m2; thiết kế 3 phòng ngủ sáng, 2 nhà vệ sinh.- Hướng: Cửa Nam, ban công Bắc.- Nội thất: Hệ thống đèn chiếu sáng sang trọng, điều hòa âm trần, sàn gỗ, tủ âm tường, bếp, tủ bếp và các thiết bị vệ sinh cao cấp... Ngoài ra còn để lại TV, tủ lạnh, máy giặt, giường tủ, bàn ghế.- Giá bán: 5.8 tỷ bao toàn bộ phí, thuế.- Pháp lý: Đã có sổ đỏ.Xem nhà liên hệ: 0898.899.869.",28093560,4.5-7.5,100-150
